@relation musicout

@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute a {0,1}
@attribute b {0,1}
@attribute c {0,1}
@attribute d {0,1}
@attribute e {0,1}
@attribute f {0,1}
@attribute g {0,1}
@attribute h {0,1}
@attribute i {0,1}


@data
31432,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0
31433,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1
31434,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
31435,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
31436,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
31437,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1
31438,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
31439,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1
31440,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
31441,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1
31442,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
31443,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
31444,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0
31445,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1
31446,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
31447,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1
31448,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0
31449,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
31450,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0
31451,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
31452,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
31453,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
31454,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
31455,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
31456,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
31457,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1
31458,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
31459,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1
31460,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
31461,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1
31462,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
31463,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
31464,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
31465,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
31466,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
31467,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
31468,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
31469,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
31470,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
31471,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
31472,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
31473,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
31474,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0
31475,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1
31476,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
31477,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
31478,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
31479,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
31480,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
31481,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
31482,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
31483,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
31484,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
31485,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
31486,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
31487,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
31488,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
31489,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
31490,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
31491,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
31492,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
31493,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1
31494,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
31495,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
31496,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
31497,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
31498,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
31499,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
31500,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
31501,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
31502,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
31503,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
31504,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
31505,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
31506,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0
31507,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
31508,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0
31509,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
31510,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0
31511,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1
31512,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
31513,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
31514,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0
31515,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
31516,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
31517,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1
31518,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
31519,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
31520,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
31521,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
31522,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
31523,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1
31524,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
31525,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
31526,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
31527,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1
31528,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
31529,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
31530,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
31531,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
31532,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
31533,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
31534,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
31535,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1
31536,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
31537,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
31538,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
31539,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1
31540,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
31541,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1
31542,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
31543,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
31544,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
31545,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1
31546,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
31547,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
31548,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
31549,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
31550,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
31551,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
31552,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
31553,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1
31554,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
31555,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1
31556,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
31557,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
31558,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
31559,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
31560,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
31561,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
31562,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
31563,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1
31564,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0
31565,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
31566,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
31567,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1
31568,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
31569,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
31570,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
31571,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
31572,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0
31573,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
31574,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
31575,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1
31576,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0
31577,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1
31578,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0
31579,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
31580,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
31581,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
31582,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
31583,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
31584,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
31585,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
31586,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
31587,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
31588,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
31589,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
31590,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
31591,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
31592,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
31593,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
31594,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
31595,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
31596,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
31597,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
31598,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
31599,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
31600,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
31601,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
31602,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
31603,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1
31604,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0
31605,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
31606,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
31607,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
31608,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
31609,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1
31610,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
31611,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
31612,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
31613,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
31614,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
31615,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
31616,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
31617,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
31618,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
31619,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
31620,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0
31621,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1
31622,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0
31623,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
31624,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
31625,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
31626,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
31627,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
31628,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
31629,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1
31630,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
31631,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
31632,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
31633,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1
31634,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
31635,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
31636,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
31637,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
31638,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0
31639,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
31640,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0
31641,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1
31642,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0
31643,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
31644,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
31645,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
31646,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
31647,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
31648,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
31649,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
31650,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
31651,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
31652,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
31653,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1
31654,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
31655,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
31656,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
31657,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
31658,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
31659,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
31660,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0
31661,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1
31662,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
31663,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
31664,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
31665,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1
31666,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
31667,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1
31668,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
31669,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
31670,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
31671,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
31672,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
31673,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
31674,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
31675,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
31676,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
31677,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
31678,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
31679,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
31680,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
31681,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1
31682,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
31683,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
31684,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
31685,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
31686,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
31687,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1
31688,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
31689,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1
31690,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
31691,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
31692,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0
31693,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
31694,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
31695,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
31696,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
31697,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
31698,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
31699,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
31700,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
31701,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1
31702,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
31703,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
31704,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
31705,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1
31706,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
31707,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
31708,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
31709,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
31710,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
31711,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
31712,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
31713,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
31714,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
31715,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
31716,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
31717,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
31718,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
31719,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
31720,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
31721,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
31722,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
31723,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
31724,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
31725,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
31726,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
31727,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
31728,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
31729,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
31730,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
31731,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
31732,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
31733,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
31734,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
31735,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
31736,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
31737,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
31738,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
31739,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
31740,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
31741,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
31742,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
31743,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
31744,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
31745,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
31746,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
31747,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
31748,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
31749,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
31750,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
31751,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
31752,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
31753,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
31754,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
31755,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
31756,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
31757,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
31758,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
31759,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
31760,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
31761,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
31762,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
31763,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
31764,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
31765,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
31766,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
31767,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
31768,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
31769,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
31770,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
31771,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
31772,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
31773,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
31774,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
31775,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
31776,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
31777,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
31778,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
31779,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1
31780,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
31781,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
31782,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
31783,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1
31784,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
31785,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
31786,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
31787,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
31788,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
31789,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
31790,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
31791,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
31792,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
31793,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
31794,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0
31795,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
31796,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
31797,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
31798,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
31799,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1
31800,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
31801,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1
31802,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
31803,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
31804,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
31805,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
31806,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
31807,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
31808,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
31809,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
31810,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
31811,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1
31812,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
31813,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
31814,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
31815,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
31816,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0
31817,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1
31818,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0
31819,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
31820,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
31821,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
31822,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
31823,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
31824,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
31825,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
31826,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
31827,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
31828,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
31829,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
31830,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
31831,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
31832,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
31833,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
31834,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
31835,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
31836,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
31837,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
31838,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
31839,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
31840,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
31841,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
31842,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0
31843,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
31844,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
31845,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
31846,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
31847,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
31848,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
